order_id,customer_name,category,sub_category,city,order_date,region,sale_price,discount,profit,year,month,original_price,discount_amount
OD3824,Ramesh,"Eggs, Meat & Fish",Mutton,Cumbum,2015-12-26,East,1957,0.11,117.42,2015,12,2198.876404494382,241.87640449438186
OD3825,Vinne,Snacks,Cookies,Pudukottai,2016-05-03,East,1720,0.24,326.8,2016,5,2263.157894736842,543.1578947368421
OD3826,Verma,"Eggs, Meat & Fish",Mutton,Chennai,2015-08-19,East,639,0.24,89.46,2015,8,840.7894736842105,201.78947368421052
OD3827,Jackson,Food Grains,Organic Staples,Ooty,2018-06-20,East,2375,0.31,380.0,2018,6,3442.0289855072465,1067.0289855072465
OD3828,Shree,Bakery,Cakes,Coimbatore,2017-07-22,East,1405,0.22,365.3,2017,7,1801.2820512820513,396.28205128205127
OD3829,Shah,Food Grains,Rice,Karur,2015-07-14,East,833,0.34,324.87,2015,7,1262.1212121212122,429.12121212121224
OD3830,Aditi,Fruits & Veggies,Fresh Vegetables,Trichy,2016-05-03,East,1265,0.33,366.85,2016,5,1888.0597014925374,623.0597014925374
OD3831,Willams,Fruits & Veggies,Fresh Fruits,Coimbatore,2017-09-14,East,1031,0.32,175.27,2017,9,1516.1764705882354,485.17647058823536
OD3832,Amrish,Oil & Masala,Spices,Vellore,2015-06-08,East,2375,0.23,498.75,2015,6,3084.4155844155844,709.4155844155844
OD3833,Sheeba,Bakery,Biscuits,Theni,2015-07-18,East,1741,0.17,295.97,2015,7,2097.5903614457834,356.5903614457834
OD3834,Arutra,"Eggs, Meat & Fish",Eggs,Cumbum,2018-12-03,East,796,0.18,294.52,2018,12,970.7317073170731,174.73170731707307
OD3835,Hussain,Beverages,Soft Drinks,Namakkal,2015-09-01,East,2041,0.12,326.56,2015,9,2319.318181818182,278.318181818182
OD3836,Shah,Bakery,Breads & Buns,Cumbum,2015-11-03,East,2101,0.17,399.19,2015,11,2531.3253012048194,430.3253012048194
OD3837,Veena,Oil & Masala,Masalas,Salem,2015-11-03,East,688,0.27,123.84,2015,11,942.4657534246576,254.46575342465758
OD3838,Roshan,Beverages,Health Drinks,Pudukottai,2017-10-27,East,2162,0.22,475.64,2017,10,2771.7948717948716,609.7948717948716
OD3839,Suresh,Fruits & Veggies,Organic Vegetables,Chennai,2017-03-08,East,963,0.17,327.42,2017,3,1160.2409638554218,197.2409638554218
OD3840,Rumaiza,Food Grains,Organic Staples,Tirunelveli,2017-04-30,East,1558,0.27,358.34,2017,4,2134.246575342466,576.2465753424658
OD3841,Krithika,Beverages,Health Drinks,Dharmapuri,2017-12-14,East,2080,0.28,852.8,2017,12,2888.888888888889,808.8888888888891
OD3842,Anu,Snacks,Cookies,Ramanadhapuram,2017-04-04,East,902,0.31,135.3,2017,4,1307.2463768115942,405.24637681159425
OD3843,Alan,Beverages,Soft Drinks,Trichy,2018-11-14,East,551,0.14,82.65,2018,11,640.6976744186046,89.6976744186046
OD3844,Willams,"Eggs, Meat & Fish",Eggs,Ramanadhapuram,2016-11-19,East,533,0.19,154.57,2016,11,658.0246913580246,125.0246913580246
OD3845,Vinne,Fruits & Veggies,Fresh Fruits,Virudhunagar,2017-04-19,East,1320,0.33,541.2,2017,4,1970.1492537313436,650.1492537313436
OD3846,Jackson,Oil & Masala,Spices,Kanyakumari,2017-12-22,East,2324,0.14,999.32,2017,12,2702.3255813953488,378.32558139534876
OD3847,Vidya,Beverages,Soft Drinks,Coimbatore,2016-05-28,East,894,0.28,330.78,2016,5,1241.6666666666667,347.66666666666674
OD3848,Amrish,"Eggs, Meat & Fish",Eggs,Dharmapuri,2016-06-22,East,2027,0.34,445.94,2016,6,3071.2121212121215,1044.2121212121215
OD3849,Yusuf,Oil & Masala,Spices,Pudukottai,2016-06-16,East,1159,0.29,208.62,2016,6,1632.3943661971832,473.3943661971832
OD3850,Haseena,Snacks,Chocolates,Tenkasi,2016-11-28,East,1988,0.3,675.92,2016,11,2840.0,852.0
OD3851,Veronica,Fruits & Veggies,Fresh Vegetables,Tenkasi,2017-03-08,East,1616,0.33,581.76,2017,3,2411.940298507463,795.940298507463
OD3852,Vince,Snacks,Chocolates,Kanyakumari,2018-05-12,East,1494,0.14,134.46,2018,5,1737.2093023255813,243.20930232558135
OD3853,Vinne,Fruits & Veggies,Fresh Fruits,Dindigul,2018-05-14,East,2337,0.22,560.88,2018,5,2996.153846153846,659.1538461538462
OD3854,Roshan,Food Grains,Rice,Pudukottai,2017-12-30,East,2377,0.34,641.79,2017,12,3601.515151515152,1224.515151515152
OD3855,Sheeba,Beverages,Health Drinks,Nagercoil,2015-11-29,East,2439,0.22,975.6,2015,11,3126.9230769230767,687.9230769230767
OD3856,Aditi,Oil & Masala,Edible Oil & Ghee,Kanyakumari,2018-04-30,East,836,0.29,250.8,2018,4,1177.4647887323945,341.4647887323945
OD3857,Arutra,Snacks,Noodles,Salem,2018-07-14,East,1839,0.24,239.07,2018,7,2419.7368421052633,580.7368421052633
OD3858,Shah,Food Grains,Organic Staples,Dindigul,2017-05-23,East,1099,0.31,208.81,2017,5,1592.753623188406,493.753623188406
OD3859,Willams,Beverages,Health Drinks,Salem,2016-05-03,East,1113,0.24,333.9,2016,5,1464.4736842105262,351.47368421052624
OD3860,Adavan,Food Grains,Atta & Flour,Viluppuram,2015-11-17,East,823,0.29,98.76,2015,11,1159.1549295774648,336.1549295774648
OD3861,Rumaiza,Food Grains,Organic Staples,Coimbatore,2015-09-05,East,1608,0.27,369.84,2015,9,2202.7397260273974,594.7397260273974
OD3862,Surya,Snacks,Cookies,Chennai,2018-02-03,East,1689,0.35,202.68,2018,2,2598.4615384615386,909.4615384615386
OD3863,Suresh,Fruits & Veggies,Organic Fruits,Krishnagiri,2017-09-25,East,2031,0.2,385.89,2017,9,2538.75,507.75
OD3864,Muneer,Fruits & Veggies,Fresh Fruits,Chennai,2018-04-11,East,774,0.13,317.34,2018,4,889.6551724137931,115.65517241379314
OD3865,Sheeba,"Eggs, Meat & Fish",Eggs,Theni,2015-10-11,East,747,0.33,52.29,2015,10,1114.9253731343285,367.92537313432854
OD3866,Sharon,Bakery,Biscuits,Ramanadhapuram,2018-10-30,East,1489,0.22,134.01,2018,10,1908.974358974359,419.9743589743589
OD3867,James,Bakery,Breads & Buns,Ramanadhapuram,2017-12-30,East,1331,0.1,399.3,2017,12,1478.888888888889,147.8888888888889
OD3868,Jackson,"Eggs, Meat & Fish",Eggs,Namakkal,2018-07-18,East,799,0.25,119.85,2018,7,1065.3333333333333,266.33333333333326
OD3869,Malik,Snacks,Noodles,Vellore,2017-04-07,East,1361,0.34,340.25,2017,4,2062.1212121212125,701.1212121212125
OD3870,Muneer,Oil & Masala,Spices,Tenkasi,2016-02-14,East,504,0.35,55.44,2016,2,775.3846153846154,271.38461538461536
OD3871,Ganesh,Snacks,Cookies,Namakkal,2017-09-05,East,707,0.28,289.87,2017,9,981.9444444444445,274.94444444444446
OD3872,Amy,Bakery,Biscuits,Viluppuram,2017-09-22,East,2007,0.31,863.01,2017,9,2908.6956521739135,901.6956521739135
OD3873,Verma,"Eggs, Meat & Fish",Fish,Tirunelveli,2015-01-05,East,878,0.35,149.26,2015,1,1350.7692307692307,472.7692307692307
OD3874,Shree,Snacks,Chocolates,Dindigul,2017-12-04,East,1034,0.29,237.82,2017,12,1456.3380281690143,422.33802816901425
OD3875,Yadav,Bakery,Biscuits,Viluppuram,2015-11-17,East,1482,0.21,666.9,2015,11,1875.9493670886075,393.94936708860746
OD3876,Hafiz,"Eggs, Meat & Fish",Eggs,Tenkasi,2015-06-16,East,2346,0.12,563.04,2015,6,2665.909090909091,319.909090909091
OD3877,Arutra,Food Grains,Organic Staples,Cumbum,2018-12-17,East,832,0.28,41.6,2018,12,1155.5555555555557,323.55555555555566
OD3878,Willams,Oil & Masala,Spices,Pudukottai,2017-02-15,East,2471,0.24,271.81,2017,2,3251.315789473684,780.3157894736842
OD3879,Alan,Oil & Masala,Edible Oil & Ghee,Madurai,2017-05-31,East,2112,0.27,950.4,2017,5,2893.150684931507,781.1506849315069
OD3880,Ganesh,Food Grains,Dals & Pulses,Tenkasi,2017-01-15,East,1706,0.22,528.86,2017,1,2187.1794871794873,481.1794871794873
OD3881,Jackson,Fruits & Veggies,Fresh Vegetables,Nagercoil,2018-12-24,East,2174,0.24,391.32,2018,12,2860.5263157894738,686.5263157894738
OD3882,Ridhesh,Food Grains,Rice,Salem,2018-04-14,East,2282,0.1,296.66,2018,4,2535.5555555555557,253.55555555555566
OD3883,Akash,Bakery,Biscuits,Dharmapuri,2018-10-09,East,996,0.23,249.0,2018,10,1293.5064935064934,297.50649350649337
OD3884,Ram,Snacks,Cookies,Karur,2017-12-02,East,2187,0.29,196.83,2017,12,3080.281690140845,893.2816901408451
OD3885,Krithika,Food Grains,Organic Staples,Salem,2017-12-02,East,1262,0.14,492.18,2017,12,1467.4418604651164,205.4418604651164
OD3886,Ridhesh,Beverages,Soft Drinks,Theni,2015-06-29,East,870,0.31,95.7,2015,6,1260.8695652173915,390.8695652173915
OD3887,Harish,Snacks,Chocolates,Madurai,2018-06-12,East,1588,0.23,285.84,2018,6,2062.337662337662,474.3376623376621
OD3888,Hafiz,"Eggs, Meat & Fish",Mutton,Dindigul,2018-09-20,East,618,0.35,265.74,2018,9,950.7692307692307,332.7692307692307
OD3889,Sudha,Snacks,Noodles,Coimbatore,2017-05-15,East,672,0.21,275.52,2017,5,850.632911392405,178.63291139240505
OD3890,Yusuf,Snacks,Chocolates,Theni,2018-12-24,East,2229,0.26,445.8,2018,12,3012.162162162162,783.1621621621621
OD3891,Arvind,Bakery,Biscuits,Virudhunagar,2015-05-03,East,994,0.18,347.9,2015,5,1212.1951219512193,218.19512195121933
OD3892,Vidya,Food Grains,Rice,Coimbatore,2015-05-03,East,558,0.11,172.98,2015,5,626.9662921348314,68.9662921348314
OD3893,Alan,Food Grains,Organic Staples,Karur,2015-10-11,East,1736,0.26,590.24,2015,10,2345.945945945946,609.9459459459458
OD3894,Krithika,Fruits & Veggies,Organic Vegetables,Coimbatore,2018-09-07,East,797,0.14,191.28,2018,9,926.7441860465117,129.7441860465117
OD3895,Yadav,Snacks,Noodles,Viluppuram,2015-12-09,East,865,0.3,138.4,2015,12,1235.7142857142858,370.7142857142858
OD3896,Vince,Fruits & Veggies,Organic Fruits,Namakkal,2018-12-18,East,1415,0.11,283.0,2018,12,1589.887640449438,174.8876404494381
OD3897,Yadav,Snacks,Chocolates,Virudhunagar,2016-03-28,East,1803,0.19,613.02,2016,3,2225.9259259259256,422.92592592592564
OD3898,Ramesh,Bakery,Cakes,Dindigul,2018-09-07,East,1809,0.12,687.42,2018,9,2055.681818181818,246.68181818181802
OD3899,Malik,Bakery,Biscuits,Karur,2015-12-26,East,2484,0.27,943.92,2015,12,3402.7397260273974,918.7397260273974
OD3900,Rumaiza,Food Grains,Organic Staples,Namakkal,2018-11-06,East,2431,0.33,704.99,2018,11,3628.358208955224,1197.3582089552242
OD3901,Haseena,Snacks,Chocolates,Chennai,2017-09-25,East,737,0.13,316.91,2017,9,847.1264367816092,110.12643678160919
OD3902,Komal,Fruits & Veggies,Organic Fruits,Dharmapuri,2016-11-20,East,703,0.13,161.69,2016,11,808.0459770114943,105.0459770114943
OD3903,Yadav,"Eggs, Meat & Fish",Fish,Kanyakumari,2017-04-07,East,2282,0.27,958.44,2017,4,3126.027397260274,844.027397260274
OD3904,Suresh,Beverages,Health Drinks,Cumbum,2018-06-01,East,972,0.33,408.24,2018,6,1450.7462686567167,478.74626865671667
OD3905,Jonas,Oil & Masala,Spices,Chennai,2016-07-05,East,1495,0.14,508.3,2016,7,1738.3720930232557,243.37209302325573
OD3906,Mathew,"Eggs, Meat & Fish",Mutton,Krishnagiri,2016-05-03,East,529,0.23,100.51,2016,5,687.012987012987,158.01298701298697
OD3907,Vidya,"Eggs, Meat & Fish",Eggs,Coimbatore,2018-10-21,East,1198,0.14,275.54,2018,10,1393.0232558139535,195.02325581395348
OD3908,Arvind,Oil & Masala,Masalas,Nagercoil,2015-11-03,East,1431,0.29,372.06,2015,11,2015.492957746479,584.4929577464791
OD3909,Adavan,Bakery,Biscuits,Dharmapuri,2017-12-03,East,747,0.15,74.7,2017,12,878.8235294117648,131.82352941176475
OD3910,Shree,Snacks,Chocolates,Ooty,2018-04-10,East,2481,0.11,669.87,2018,4,2787.6404494382023,306.64044943820227
OD3911,Suresh,Snacks,Noodles,Namakkal,2017-01-22,East,624,0.31,56.16,2017,1,904.3478260869566,280.3478260869566
OD3912,Krithika,Fruits & Veggies,Fresh Vegetables,Ooty,2017-05-19,East,2444,0.31,855.4,2017,5,3542.0289855072465,1098.0289855072465
OD3913,Rumaiza,Bakery,Biscuits,Cumbum,2015-05-30,East,704,0.22,246.4,2015,5,902.5641025641025,198.56410256410254
OD3914,Vince,Bakery,Breads & Buns,Pudukottai,2015-06-21,East,2011,0.23,884.84,2015,6,2611.688311688312,600.6883116883118
OD3915,Veena,Beverages,Soft Drinks,Krishnagiri,2018-12-01,East,774,0.3,216.72,2018,12,1105.7142857142858,331.7142857142858
OD3916,Veronica,"Eggs, Meat & Fish",Eggs,Viluppuram,2016-06-12,East,1235,0.28,86.45,2016,6,1715.2777777777778,480.2777777777778
OD3917,Ramesh,Food Grains,Atta & Flour,Bodi,2018-10-30,East,2267,0.17,476.07,2018,10,2731.3253012048194,464.3253012048194
OD3918,Amy,"Eggs, Meat & Fish",Eggs,Namakkal,2015-12-26,East,1039,0.17,467.55,2015,12,1251.8072289156628,212.8072289156628
OD3919,Sundar,"Eggs, Meat & Fish",Fish,Madurai,2017-04-05,East,695,0.31,180.7,2017,4,1007.2463768115942,312.24637681159425
OD3920,Veronica,Fruits & Veggies,Fresh Vegetables,Vellore,2017-05-30,East,1403,0.19,224.48,2017,5,1732.0987654320986,329.0987654320986
OD3921,Hussain,Snacks,Noodles,Namakkal,2018-09-09,East,2344,0.25,773.52,2018,9,3125.3333333333335,781.3333333333335
OD3922,Amy,Oil & Masala,Spices,Pudukottai,2018-07-14,East,2212,0.22,265.44,2018,7,2835.897435897436,623.897435897436
OD3923,Ram,Fruits & Veggies,Organic Vegetables,Virudhunagar,2017-05-09,East,629,0.34,31.45,2017,5,953.0303030303031,324.0303030303031
OD3924,Veena,"Eggs, Meat & Fish",Fish,Tenkasi,2018-12-03,East,1820,0.11,819.0,2018,12,2044.943820224719,224.94382022471905
OD3925,Ram,Fruits & Veggies,Fresh Fruits,Salem,2017-03-29,East,1682,0.32,302.76,2017,3,2473.5294117647063,791.5294117647063
OD3926,Peer,Oil & Masala,Masalas,Trichy,2017-06-21,East,1640,0.24,557.6,2017,6,2157.8947368421054,517.8947368421054
OD3927,Jonas,Snacks,Cookies,Chennai,2017-09-04,East,1480,0.24,355.2,2017,9,1947.3684210526314,467.36842105263145
OD3928,Hussain,Bakery,Breads & Buns,Tirunelveli,2015-07-11,East,1653,0.24,380.19,2015,7,2175.0,522.0
OD3929,Anu,Snacks,Chocolates,Perambalur,2015-05-23,East,1811,0.29,814.95,2015,5,2550.7042253521126,739.7042253521126
OD3930,Komal,Fruits & Veggies,Organic Fruits,Chennai,2017-09-17,East,1720,0.34,653.6,2017,9,2606.0606060606065,886.0606060606065
OD3931,Amy,Oil & Masala,Masalas,Cumbum,2017-12-10,East,1359,0.17,326.16,2017,12,1637.3493975903616,278.3493975903616
OD3932,James,Snacks,Cookies,Krishnagiri,2018-09-07,East,804,0.25,40.2,2018,9,1072.0,268.0
OD3933,Adavan,Bakery,Breads & Buns,Trichy,2018-10-26,East,1984,0.34,674.56,2018,10,3006.0606060606065,1022.0606060606065
OD3934,Yadav,Bakery,Breads & Buns,Viluppuram,2018-12-18,East,532,0.14,143.64,2018,12,618.6046511627907,86.60465116279067
OD3935,Veena,"Eggs, Meat & Fish",Fish,Perambalur,2018-07-14,East,2208,0.2,684.48,2018,7,2760.0,552.0
OD3936,Kumar,"Eggs, Meat & Fish",Mutton,Karur,2015-10-06,East,1049,0.12,94.41,2015,10,1192.0454545454545,143.0454545454545
OD3937,Ramesh,Oil & Masala,Spices,Dharmapuri,2017-06-21,East,753,0.25,128.01,2017,6,1004.0,251.0
OD3938,Hussain,Fruits & Veggies,Fresh Vegetables,Cumbum,2018-10-09,East,1963,0.2,569.27,2018,10,2453.75,490.75
OD3939,Komal,Food Grains,Organic Staples,Tirunelveli,2018-08-21,East,1645,0.2,493.5,2018,8,2056.25,411.25
OD3940,Adavan,Beverages,Soft Drinks,Pudukottai,2018-03-07,East,2058,0.19,905.52,2018,3,2540.7407407407404,482.7407407407404
OD3941,Komal,Bakery,Biscuits,Tirunelveli,2017-11-12,East,1828,0.17,511.84,2017,11,2202.409638554217,374.40963855421705
OD3942,Sudeep,Bakery,Cakes,Salem,2018-06-20,East,1193,0.31,345.97,2018,6,1728.985507246377,535.985507246377
OD3943,Willams,Beverages,Soft Drinks,Pudukottai,2016-11-10,East,2033,0.15,182.97,2016,11,2391.764705882353,358.76470588235316
OD3944,Hafiz,Fruits & Veggies,Fresh Vegetables,Viluppuram,2015-11-05,East,1779,0.25,355.8,2015,11,2372.0,593.0
OD3945,Vidya,Oil & Masala,Masalas,Bodi,2016-05-03,East,2399,0.13,479.8,2016,5,2757.4712643678163,358.4712643678163
OD3946,James,Oil & Masala,Masalas,Cumbum,2017-02-28,East,1547,0.32,247.52,2017,2,2275.0,728.0
OD3947,Willams,Bakery,Cakes,Ooty,2017-05-07,East,2130,0.2,255.6,2017,5,2662.5,532.5
OD3948,Adavan,Fruits & Veggies,Organic Vegetables,Bodi,2017-03-29,East,981,0.11,441.45,2017,3,1102.2471910112358,121.24719101123583
OD3949,Aditi,Bakery,Cakes,Salem,2015-06-30,East,2091,0.19,418.2,2015,6,2581.4814814814813,490.4814814814813
OD3950,Rumaiza,Bakery,Breads & Buns,Bodi,2015-12-30,East,1031,0.17,309.3,2015,12,1242.1686746987953,211.16867469879526
OD3951,Aditi,Food Grains,Atta & Flour,Madurai,2018-08-21,East,1405,0.21,210.75,2018,8,1778.4810126582277,373.48101265822766
OD3952,Shree,Oil & Masala,Spices,Virudhunagar,2016-11-30,East,1340,0.18,589.6,2016,11,1634.1463414634145,294.1463414634145
OD3953,Shree,Oil & Masala,Masalas,Ooty,2015-01-13,East,1767,0.33,406.41,2015,1,2637.313432835821,870.313432835821
OD3954,Aditi,Food Grains,Organic Staples,Salem,2018-07-14,East,1576,0.34,520.08,2018,7,2387.878787878788,811.878787878788
OD3955,Kumar,"Eggs, Meat & Fish",Eggs,Namakkal,2016-08-16,East,1508,0.33,361.92,2016,8,2250.7462686567164,742.7462686567164
OD3956,Ram,Beverages,Soft Drinks,Perambalur,2016-09-14,East,902,0.27,252.56,2016,9,1235.6164383561645,333.6164383561645
OD3957,Ganesh,Snacks,Noodles,Perambalur,2016-09-26,East,1251,0.15,112.59,2016,9,1471.764705882353,220.76470588235293
OD3958,Sudha,Snacks,Chocolates,Ramanadhapuram,2016-02-14,East,1330,0.11,385.7,2016,2,1494.38202247191,164.38202247190998
OD3959,Rumaiza,Oil & Masala,Masalas,Coimbatore,2016-08-07,East,858,0.27,291.72,2016,8,1175.3424657534247,317.3424657534247
OD3960,Yusuf,Food Grains,Organic Staples,Tenkasi,2016-11-08,East,1713,0.35,102.78,2016,11,2635.3846153846152,922.3846153846152
OD3961,Aditi,Snacks,Cookies,Cumbum,2016-04-17,East,1284,0.11,487.92,2016,4,1442.6966292134832,158.69662921348322
OD3962,Anu,Fruits & Veggies,Organic Fruits,Tirunelveli,2018-12-25,East,702,0.29,210.6,2018,12,988.7323943661972,286.73239436619724
OD3963,Krithika,Oil & Masala,Masalas,Virudhunagar,2018-12-25,East,932,0.12,214.36,2018,12,1059.090909090909,127.09090909090901
OD3964,Sudha,"Eggs, Meat & Fish",Mutton,Virudhunagar,2018-05-04,East,1606,0.22,385.44,2018,5,2058.974358974359,452.9743589743589
OD3965,Sharon,Bakery,Biscuits,Ooty,2017-05-23,East,533,0.29,122.59,2017,5,750.7042253521128,217.70422535211276
OD3966,Muneer,Oil & Masala,Edible Oil & Ghee,Chennai,2016-09-13,East,1893,0.16,227.16,2016,9,2253.5714285714284,360.57142857142844
OD3967,Harish,"Eggs, Meat & Fish",Chicken,Ramanadhapuram,2015-11-18,East,1849,0.16,517.72,2015,11,2201.190476190476,352.19047619047615
OD3968,Amrish,Fruits & Veggies,Organic Vegetables,Viluppuram,2016-02-14,East,1957,0.12,821.94,2016,2,2223.8636363636365,266.8636363636365
OD3969,Yadav,"Eggs, Meat & Fish",Eggs,Dindigul,2016-02-14,East,1944,0.23,563.76,2016,2,2524.6753246753246,580.6753246753246
OD3970,Veena,Snacks,Chocolates,Krishnagiri,2017-11-25,East,1898,0.17,170.82,2017,11,2286.746987951807,388.7469879518071
OD3971,Adavan,Fruits & Veggies,Organic Vegetables,Namakkal,2017-09-05,East,2122,0.28,679.04,2017,9,2947.222222222222,825.2222222222222
OD3972,Sheeba,Bakery,Cakes,Theni,2015-01-13,East,1073,0.33,128.76,2015,1,1601.492537313433,528.4925373134331
OD3973,Jonas,"Eggs, Meat & Fish",Chicken,Coimbatore,2016-11-22,East,1539,0.18,200.07,2016,11,1876.8292682926829,337.82926829268285
OD3974,Yusuf,Oil & Masala,Spices,Theni,2015-06-21,East,1331,0.19,598.95,2015,6,1643.2098765432097,312.2098765432097
OD3975,Shah,Oil & Masala,Edible Oil & Ghee,Viluppuram,2018-09-21,East,1986,0.2,675.24,2018,9,2482.5,496.5
OD3976,Jackson,"Eggs, Meat & Fish",Fish,Karur,2015-11-05,East,1833,0.32,403.26,2015,11,2695.588235294118,862.588235294118
OD3977,Ramesh,Bakery,Biscuits,Tenkasi,2017-12-23,East,2172,0.25,282.36,2017,12,2896.0,724.0
OD3978,Ramesh,Snacks,Noodles,Ooty,2018-02-03,East,1327,0.2,199.05,2018,2,1658.75,331.75
OD3979,Ravi,Snacks,Cookies,Cumbum,2018-12-18,East,2301,0.34,989.43,2018,12,3486.363636363637,1185.363636363637
OD3980,Malik,Bakery,Breads & Buns,Bodi,2018-08-18,East,2116,0.19,359.72,2018,8,2612.3456790123455,496.3456790123455
OD3981,Sundar,Bakery,Breads & Buns,Salem,2015-11-02,East,887,0.35,177.4,2015,11,1364.6153846153845,477.6153846153845
OD3982,Vince,"Eggs, Meat & Fish",Chicken,Viluppuram,2016-12-11,East,1020,0.21,428.4,2016,12,1291.139240506329,271.1392405063291
OD3983,Yusuf,Beverages,Health Drinks,Namakkal,2015-10-25,East,1131,0.22,429.78,2015,10,1450.0,319.0
OD3984,Sudeep,Oil & Masala,Spices,Bodi,2018-12-04,East,2465,0.26,369.75,2018,12,3331.0810810810813,866.0810810810813
OD3985,James,Snacks,Cookies,Karur,2018-10-26,East,745,0.26,327.8,2018,10,1006.7567567567568,261.7567567567568
OD3986,Sheeba,Oil & Masala,Spices,Ooty,2016-11-30,East,1588,0.3,254.08,2016,11,2268.571428571429,680.5714285714289
OD3987,Amy,Snacks,Cookies,Karur,2018-01-09,East,1204,0.12,337.12,2018,1,1368.1818181818182,164.18181818181824
OD3988,Hafiz,Oil & Masala,Edible Oil & Ghee,Bodi,2015-11-18,East,1546,0.34,278.28,2015,11,2342.4242424242425,796.4242424242425
OD3989,Aditi,Snacks,Cookies,Madurai,2018-11-03,East,1232,0.28,184.8,2018,11,1711.111111111111,479.1111111111111
OD3990,Komal,"Eggs, Meat & Fish",Mutton,Coimbatore,2015-12-17,East,1058,0.19,105.8,2015,12,1306.1728395061727,248.17283950617275
OD3991,Ramesh,Snacks,Cookies,Cumbum,2018-03-02,East,2311,0.24,623.97,2018,3,3040.7894736842104,729.7894736842104
OD3992,Sheeba,Bakery,Biscuits,Chennai,2018-02-24,East,605,0.21,139.15,2018,2,765.8227848101266,160.82278481012656
OD3993,Anu,Bakery,Cakes,Madurai,2017-12-03,East,997,0.27,329.01,2017,12,1365.7534246575342,368.7534246575342
OD3994,James,Food Grains,Rice,Krishnagiri,2018-12-02,East,1257,0.22,389.67,2018,12,1611.5384615384614,354.53846153846143
OD3995,Willams,Fruits & Veggies,Fresh Vegetables,Ooty,2018-05-14,East,1882,0.29,809.26,2018,5,2650.7042253521126,768.7042253521126
OD3996,James,Snacks,Cookies,Trichy,2018-04-16,East,1138,0.2,284.5,2018,4,1422.5,284.5
OD3997,Veena,Oil & Masala,Edible Oil & Ghee,Dindigul,2018-03-30,East,1339,0.28,482.04,2018,3,1859.7222222222224,520.7222222222224
OD3998,Vinne,Snacks,Cookies,Ramanadhapuram,2017-09-05,East,2056,0.12,801.84,2017,9,2336.3636363636365,280.3636363636365
OD3999,Vinne,Oil & Masala,Masalas,Chennai,2017-09-05,East,2435,0.24,511.35,2017,9,3203.9473684210525,768.9473684210525
OD4000,Hussain,Snacks,Chocolates,Tirunelveli,2018-11-19,East,1245,0.25,485.55,2018,11,1660.0,415.0
OD4001,Sharon,Beverages,Health Drinks,Theni,2015-09-12,East,727,0.14,36.35,2015,9,845.3488372093024,118.34883720930236
OD4002,Willams,Oil & Masala,Masalas,Tenkasi,2018-12-09,East,2082,0.22,541.32,2018,12,2669.230769230769,587.230769230769
OD4003,Akash,Bakery,Biscuits,Vellore,2018-12-01,East,1212,0.29,133.32,2018,12,1707.042253521127,495.0422535211269
OD4004,Ram,Snacks,Noodles,Krishnagiri,2017-04-03,East,2143,0.12,728.62,2017,4,2435.2272727272725,292.2272727272725
OD4005,Veronica,"Eggs, Meat & Fish",Eggs,Salem,2018-09-21,South,2200,0.34,660.0,2018,9,3333.333333333334,1133.333333333334
OD4006,Willams,"Eggs, Meat & Fish",Mutton,Coimbatore,2016-12-10,South,1175,0.19,223.25,2016,12,1450.617283950617,275.6172839506171
OD4007,James,Beverages,Soft Drinks,Bodi,2018-09-10,South,2475,0.14,198.0,2018,9,2877.906976744186,402.90697674418607
OD4008,Sheeba,Food Grains,Rice,Madurai,2017-02-16,South,1815,0.15,254.1,2017,2,2135.294117647059,320.294117647059
OD4009,Sundar,Beverages,Soft Drinks,Chennai,2017-07-19,South,1794,0.32,358.8,2017,7,2638.2352941176473,844.2352941176473
OD4010,Ravi,Food Grains,Dals & Pulses,Dharmapuri,2017-09-11,South,1484,0.21,445.2,2017,9,1878.4810126582277,394.48101265822766
OD4011,James,Fruits & Veggies,Organic Fruits,Krishnagiri,2017-12-27,South,1825,0.18,273.75,2017,12,2225.609756097561,400.6097560975609
OD4012,Sharon,Oil & Masala,Edible Oil & Ghee,Ooty,2018-05-04,South,1576,0.19,267.92,2018,5,1945.679012345679,369.679012345679
OD4013,Sharon,Snacks,Chocolates,Vellore,2017-04-12,South,1254,0.12,163.02,2017,4,1425.0,171.0
OD4014,Ganesh,Food Grains,Atta & Flour,Coimbatore,2017-07-25,South,649,0.34,64.9,2017,7,983.3333333333335,334.3333333333335
OD4015,Jonas,Snacks,Cookies,Tirunelveli,2018-05-04,South,1203,0.29,541.35,2018,5,1694.3661971830986,491.3661971830986
OD4016,Ravi,Food Grains,Organic Staples,Trichy,2018-11-17,South,1493,0.29,522.55,2018,11,2102.816901408451,609.816901408451
OD4017,Ganesh,Snacks,Noodles,Vellore,2015-06-02,South,1065,0.18,170.4,2015,6,1298.780487804878,233.78048780487802
OD4018,Veena,Oil & Masala,Edible Oil & Ghee,Chennai,2016-01-09,South,584,0.35,169.36,2016,1,898.4615384615385,314.46153846153845
OD4019,Surya,"Eggs, Meat & Fish",Chicken,Viluppuram,2016-06-11,South,1594,0.16,350.68,2016,6,1897.6190476190477,303.6190476190477
OD4020,Veronica,Bakery,Breads & Buns,Chennai,2017-07-02,South,2355,0.12,682.95,2017,7,2676.1363636363635,321.1363636363635
